1635749118.14973021,-0.00524600,-0.01854400,1.03590200,-0.04159537,0.01887563,0.08337000,0.18250750,0.10522750,0.77185034,-0.19789535,0.36816720
1635749118.21233869,-0.00634400,-0.01891000,1.03687800,-0.06084165,0.07926207,-0.16163000,0.56750750,0.24522750,0.76585794,-0.19438761,0.37167495
1635749118.27497125,-0.00451400,-0.01793400,1.03687800,-0.00692569,0.09948852,0.08337000,-0.06249250,0.14022750,0.76878106,-0.19789535,0.37401345
1635749118.33765125,-0.00524600,-0.01817800,1.03297400,-0.02421368,-0.06148978,-0.16163000,0.49750750,0.24522750,0.76878106,-0.19789535,0.37401345
1635749118.39959478,-0.00341600,-0.01903200,1.02626400,0.12580955,-0.08054048,0.08337000,0.81250750,0.21022750,0.77462730,-0.19964923,0.36451330
1635749118.46204877,-0.00378200,-0.01769000,1.04920000,0.06463917,-0.05806670,-0.02163000,0.39250750,-0.17477250,0.77462730,-0.19964923,0.36451330
1635749118.52359438,-0.00524600,-0.01866600,1.03578000,0.03119600,-1.70044717,0.08337000,0.42750750,0.07022750,0.76746565,-0.20154925,0.36845951
1635749118.58602691,-0.00280600,-0.01708000,1.03748800,0.00825778,-0.11647399,0.04837000,0.42750750,0.17522750,0.76819643,-0.19687226,0.36319790
1635749118.64846444,-0.00646600,-0.01622600,1.03529200,0.09193815,0.08421993,-0.19663000,0.53250750,0.17522750,0.76819643,-0.19687226,0.36319790
1635749118.71076488,-0.00585600,-0.01769000,1.03590200,0.00562744,0.05261305,0.18837000,0.32250750,0.00022750,0.76512716,-0.20052616,0.36685180
1635749118.77326131,-0.00561200,-0.01732400,1.03480400,0.02484718,0.03945084,-0.19663000,0.49750750,0.35022750,0.76512716,-0.20052616,0.36685180
1635749118.83702278,-0.00549000,-0.01732400,1.03639000,0.02075940,0.03399206,0.15337000,0.07750750,0.00022750,0.76176557,-0.20052616,0.37445191
1635749118.90012765,-0.00378200,-0.01732400,1.03651200,0.02472642,-0.06183294,-0.02163000,0.14750750,0.00022750,0.76059632,-0.20096463,0.36699795
1635749118.96277070,-0.00549000,-0.01854400,1.03639000,-0.08143980,0.03218623,-0.26663000,0.88250750,0.42022750,0.76059632,-0.20096463,0.36699795
1635749119.02720237,-0.00671000,-0.01647000,1.03578000,0.06348185,-0.21748414,-0.05663000,0.35750750,0.17522750,0.76264250,-0.19921076,0.36933645
1635749119.08878589,-0.00597800,-0.01720200,1.03663400,0.03806863,0.05746600,-0.02163000,0.56750750,0.10522750,0.76702719,-0.19336451,0.37109032
1635749119.15108061,-0.00451400,-0.01842200,1.03614600,-0.04149390,-0.01997645,0.25837000,-0.37749250,-0.03477250,0.76702719,-0.19336451,0.37109032
1635749119.21346855,-0.00488000,-0.01744600,1.03651200,0.01968198,-0.00151793,0.04837000,0.21750750,0.03522750,0.76395791,-0.19818766,0.37182110
1635749119.27508950,-0.00597800,-0.01671400,1.04078200,0.06392115,-0.02948180,-0.02163000,0.74250750,0.10522750,0.76395791,-0.19818766,0.37182110
1635749119.33753181,-0.00524600,-0.01952000,1.03248600,0.00916745,0.12814270,0.01337000,0.21750750,0.42022750,0.76264250,-0.19731073,0.37430576
1635749119.40007234,-0.00512400,-0.01964200,1.00503600,0.04131962,0.18640686,0.01337000,0.49750750,0.45522750,0.76249635,-0.19511839,0.36539024
1635749119.46160221,-0.00329400,-0.01830000,1.03712200,0.12573204,-0.08878232,0.18837000,0.00750750,0.07022750,0.76249635,-0.19511839,0.36539024
1635749119.52417231,-0.00427000,-0.01830000,1.03492600,-0.02549367,-0.03570623,-0.12663000,0.70750750,0.28022750,0.76439638,-0.19774920,0.36655949
1635749119.58639264,-0.00402600,-0.01866600,1.03712200,-0.04314616,-0.04971236,-0.09163000,0.60250750,0.17522750,0.76439638,-0.19774920,0.36655949
1635749119.64787269,-0.00500200,-0.01830000,1.03602400,0.05294971,-0.05535643,0.04837000,-0.02749250,0.21022750,0.76366559,-0.19760304,0.36729027
1635749119.71013689,-0.00561200,-0.01781200,1.04578400,0.06164257,0.02282617,-0.02163000,0.42750750,0.14022750,0.76293481,-0.19526454,0.36816720
1635749119.77235150,-0.00451400,-0.01854400,1.03578000,0.18468372,-0.32496241,0.04837000,0.18250750,-0.41977250,0.76293481,-0.19526454,0.36816720
1635749119.84197497,-0.00463600,-0.01573800,1.03443800,0.08519387,-0.02739222,-0.12663000,0.42750750,0.14022750,0.76658872,-0.19716457,0.36714411
1635749119.90449023,-0.00524600,-0.01830000,1.03395000,-0.03000978,0.06673947,-0.16163000,0.32250750,0.14022750,0.76863490,-0.19614148,0.37912891
1635749119.96757889,-0.00488000,-0.01927600,1.03931800,-0.07856067,0.06498875,-0.09163000,0.49750750,0.17522750,0.76863490,-0.19614148,0.37912891
1635749120.03039789,-0.00475800,-0.01854400,1.03260800,-0.03943034,-0.02886418,0.01337000,0.00750750,0.07022750,0.76468869,-0.19950307,0.37196726
1635749120.09362340,-0.00585600,-0.01610400,1.03687800,0.08931382,-0.04758102,-0.09163000,0.49750750,0.21022750,0.76468869,-0.19950307,0.37342882
1635749120.15711594,-0.00475800,-0.01634800,1.03700000,0.07640777,-0.00710618,-0.05663000,0.46250750,0.17522750,0.76848875,-0.19745688,0.37342882
1635749120.21975303,-0.00500200,-0.01976400,1.03614600,-0.10879363,0.00531134,0.15337000,-0.02749250,-0.06977250,0.76541947,-0.19394914,0.37328267
1635749120.28311276,-0.00317200,-0.01744600,1.03736600,0.05104615,0.05762124,0.04837000,0.46250750,0.24522750,0.76541947,-0.19394914,0.37328267
1635749120.34911036,-0.00390400,-0.01695800,1.04151400,0.01759872,-0.05649653,0.08337000,-0.02749250,-0.13977250,0.76980415,-0.19628764,0.36860567
1635749120.41088557,-0.00597800,-0.01866600,1.03553600,0.13195772,-0.22427332,-0.16163000,0.28750750,0.28022750,0.76600409,-0.19336451,0.37123648
1635749120.47337842,-0.00549000,-0.01708000,1.03565800,0.06937221,-0.20298258,-0.05663000,0.32250750,0.31522750,0.76600409,-0.19336451,0.37123648
1635749120.53567004,-0.00402600,-0.01695800,1.03358400,-0.19666915,-0.04733637,-0.23163000,0.32250750,0.31522750,0.77009646,-0.19336451,0.37532885
1635749120.59852719,-0.00475800,-0.01793400,1.03578000,0.13389685,-0.00812851,-0.05663000,0.63750750,0.28022750,0.77009646,-0.19336451,0.37532885
1635749120.66075087,-0.00463600,-0.01866600,1.03565800,-0.02466298,-0.01572861,0.08337000,0.42750750,0.21022750,0.77170418,-0.19365683,0.37664426
1635749120.72292519,-0.00500200,-0.01744600,1.03602400,0.00982411,0.00805099,0.08337000,0.32250750,0.00022750,0.76176557,-0.19657995,0.38249050
1635749120.78528452,-0.00512400,-0.01732400,1.03443800,0.02450791,0.03956073,0.08337000,0.25250750,0.10522750,0.76176557,-0.19657995,0.38249050
1635749120.84791803,-0.00561200,-0.01927600,1.03614600,-0.08182245,-0.04190077,-0.02163000,0.32250750,0.03522750,0.76556562,-0.19570301,0.37182110
1635749120.91168451,-0.00585600,-0.01732400,1.03651200,0.01950548,0.05476435,0.04837000,0.18250750,0.24522750,0.76995031,-0.20184157,0.37445191
1635749120.97432375,-0.00512400,-0.01842200,1.03553600,-0.03521038,0.01222977,-0.05663000,0.53250750,0.24522750,0.76995031,-0.20184157,0.37445191
1635749121.03635454,-0.00597800,-0.01854400,1.03956200,-0.03798732,-0.00231393,-0.02163000,0.28750750,0.14022750,0.76308097,-0.19935691,0.37693657
1635749121.09899354,-0.00451400,-0.02159400,1.03639000,-0.20966183,0.03220856,-0.05663000,0.32250750,0.21022750,0.76308097,-0.19935691,0.37693657
1635749121.16113067,-0.00414800,-0.01927600,1.03761000,-0.22844562,0.13960883,-0.09163000,0.46250750,0.10522750,0.76775797,-0.19906460,0.37605963
